고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6,기호품7
5655,20,14563,28987,7909,26818,0,9008,36467
5656,58,19681,2884,31070,84585,94245,2681,0
5657,62,31382,50298,25929,95291,66335,53458,110109
5658,36,33951,38011,97275,28271,32060,26402,0
5659,80,111622,42040,53913,34632,98059,34615,39497
5660,688,265891,363525,389502,199272,355824,473133,610270
5661,57,55156,45818,38797,15874,151198,57671,17119
5662,184,68439,79616,79650,36235,104240,195168,195571
5663,58,230072,460635,370892,364756,40563,139468,486351
5664,24,14948,19593,9197,1286,41092,39152,24439
5665,55,25211,62392,22461,42948,13755,19516,22616
5666,39,30111,42728,89311,36361,16586,72061,22300
5667,56,129009,186217,131350,79727,40171,101110,98736
5668,11,12891,0,16947,10554,7484,0,0
5669,33,169769,73404,35070,75558,62805,72382,78880
5670,41,216296,95283,83561,38134,83943,205363,113974
5671,19,0,17614,83266,12859,8374,19559,29090
5672,101,100392,49825,97920,136244,132853,411652,484471
5673,12,56977,0,42820,0,5623,27506,42064
5674,39,1948,6521,9818,33328,66374,41211,197395
5675,40,83643,14421,34459,25275,61218,49221,106089
5676,267,762497,338137,923243,363761,463847,692040,698158
5677,13,0,26731,2373,32281,0,1769,8503
5678,32,51762,23486,58410,9205,18002,61768,35983
5679,23,0,2575,9038,59727,206316,534456,30408
5680,67,51762,50104,45645,25142,53795,93862,82372
5681,20,31884,21632,69314,34009,16182,5362,33786
5682,69,50974,460448,85120,210889,186343,141056,374078
5683,47,56288,12361,452939,361962,139466,274410,125462
5684,83,55126,82510,57372,62770,135930,72810,57955
5685,21,13216,24897,28019,27918,5947,24557,41107
5686,19,64553,51505,30505,58797,9102,46861,48540
5687,18,6692,0,71177,67159,0,10627,29058
5688,37,41586,10712,20539,27137,16475,7753,168000
5689,139,114372,156559,96893,34462,30634,62281,34666
5690,17,59910,6963,5310,97091,19317,5040,26691
5691,39,115430,63196,203161,11440,298107,333498,34136
5692,29,9900,40895,7672,22757,25132,36287,12254
5693,15,49006,1854,21466,24831,4854,9115,1689
5694,33,40445,36979,63494,39641,75347,41499,38854
5695,59,66128,34611,61574,34764,71351,36010,110372
5696,51,60549,56170,54604,26143,37875,64275,21353
5697,9,27062,8756,26720,9738,32364,8579,0
5698,21,17712,10301,18586,22392,93298,7635,32547
5699,22,0,36382,0,27953,51680,126323,100797
5700,71,96992,75908,70420,105807,79736,88105,74466
5701,6,3936,0,6191,4682,0,7774,4449
5702,5,0,0,0,123963,15372,0,0
5703,54,0,20602,148548,236874,57141,120530,203399
5705,89,45489,36774,33950,41822,62358,37716,40758
5706,376,191180,254114,160771,108506,191719,236717,174661
5707,8,0,3605,0,7423,0,16086,21398
5708,34,41133,785854,92305,92187,79594,199595,7884
5709,1194,402903,578612,468760,426317,351363,480487,481265
5710,24,2618,0,50231,7538,38917,24341,28493
5711,29,32474,12361,12993,19421,40353,111308,72958
5712,118,125616,171568,121330,101002,164034,58026,97033
5713,79,395512,1052285,586245,850388,637560,1006929,660894
5714,106,64357,65729,43667,75200,70551,77402,123502
5715,33,42806,74331,56343,123093,13754,46110,31534
5716,14,4960,492381,63269,5463,69277,0,3379
5717,29,30407,19262,45192,15430,35297,21661,25498
5718,20,84333,10301,0,31935,4753,67450,16398
5719,44,34816,41111,36968,53717,58689,18927,27626
5720,638,8366404,0,0,10189747,42166703,66995979,103116274
5721,18,1279,28842,11298,28103,41061,21340,10417
5722,30,28045,19983,47565,26162,30037,15334,22524
5723,150,57716,66243,97094,68522,115920,87569,43802
5724,18,8856,0,0,84782,27307,63375,59803
5725,31,18943,38114,46662,77688,54108,10723,49983
5726,15,11808,5150,14122,16406,23413,20374,0
5727,44,102932,42748,71065,29887,102955,58442,10136
5728,140,120628,124712,148343,58371,81780,130268,106496
5729,62,55343,22384,41568,37257,36490,67686,34688
5730,8,0,41822,12269,0,6452,0,0
5731,30,72820,32705,51857,59773,28318,66035,19754
5732,44,56089,42233,20336,51773,11631,47184,23650
5733,44,114642,82819,239508,84090,245659,234199,197147
5734,104,0,49391,81549,112361,127876,127415,65738
5735,19,4428,0,9208,16088,25263,0,2421
5736,12,44292,0,70273,14012,0,38390,40432
5737,32,8099,1648,49711,35154,16748,19870,51468
5738,16,23882,22630,21602,4434,0,3818,0
5739,41,148710,54800,106517,44803,3641,186031,22198
5740,28,124582,30469,68580,94891,177999,29811,198757
5741,150,474390,255019,333992,458263,551939,331343,240000
5742,24,4566,34416,36177,15058,58497,121656,30825
5743,14,11121,5150,2034,17560,5765,11924,28020
5744,101,3444,48723,96214,103655,76703,123855,160203
5745,28,58306,98063,55813,25053,79990,47977,14675
5746,54,49104,130410,59484,105535,41971,115545,78273
5747,38,3247,105929,6778,6917,2528,3003,80457
5748,29,34393,39092,23940,22233,24728,29800,29788
5749,2,0,0,0,0,13147,0,0
5750,52,56761,24187,64818,95423,49335,22197,71471
5751,7,98406,31315,15253,0,2225,3217,0
5752,67,5904,94201,93209,61617,47685,44630,41725
5753,53,182000,77237,48864,0,50516,204357,62280
5754,21,33458,7726,178228,24831,17092,2338,63858
5755,2,1132,0,2124,0,0,0,0
5756,157,126734,284926,261835,178477,209997,351868,285801
5757,25,21649,12742,15716,13285,62816,2252,12051
5758,61,248277,19365,70952,118659,92611,61337,545490
5759,37,344873,15451,29715,45760,0,7399,26354
5760,16,61011,126433,94677,9755,18710,0,22525
5761,102,12792,168318,233133,108875,360340,970499,42007
5762,4,0,0,0,0,15170,21447,31760
5763,61,22868,36662,24633,17070,24353,45725,10665
5764,46,32621,19056,46265,31688,56483,0,15643
5765,3,0,7396,0,0,0,4343,9370
5766,175,225326,4738,16202,26792,195891,410370,272154
5767,74,55087,133100,82433,78521,46098,29919,109019
5768,29,123597,77977,80781,21727,52772,0,25228
5769,285,28083,66604,173600,63620,68691,121644,191787
5770,22,4920,5665,47497,38134,23464,47826,14978
5771,27,69464,67284,16688,28095,0,7914,4471
5772,92,113478,69800,49428,32743,38521,11141,26871
5773,24,14859,30025,20901,11520,8091,41252,15655
5775,24,18402,11114,55057,5676,18063,10617,42234
5776,41,211326,63835,171053,20485,157649,92790,0
5777,5,10469,0,5649,0,0,0,4167
5778,60,84551,75846,134379,48191,42810,66882,53787
5780,145,123014,122682,116250,67763,151442,117574,125195
5781,33,74986,11795,2825,30898,101844,11968,31016
5782,5,0,0,15682,0,0,14584,7489
5783,25,19760,9601,22030,24282,30513,18122,6870
5784,23,62341,34745,29341,20486,36208,26808,16893
5785,301,96388,83823,176382,78985,170425,246193,210063
5786,21,6790,15482,12744,16203,63393,20535,2252
5787,34,18460,19489,43328,22419,52894,72715,39215
5788,54,178388,125526,49023,48147,16980,15441,52371
5789,49,86676,131120,44583,63888,71787,68501,68384
5790,12,0,0,22145,0,0,27880,85728
5791,23,5619,449787,71064,423819,65436,831118,36715
5792,30,127769,44810,75471,62078,14159,3217,10699
5793,22,2460,7416,21296,7982,2528,17908,50792
5794,42,460537,400292,37962,102811,60681,42894,163754
5795,210,121784,178418,192076,207520,51021,79837,86820
5796,49,40916,68912,16947,41929,182721,148583,222339
5797,3,0,0,0,2199,0,6348,0
5798,11,0,5150,64196,121160,0,0,3266
5799,10,3120,20746,2938,4434,30239,0,4167
5800,30,68097,20397,77675,7050,43074,17844,11442
5801,25,53581,18541,43329,0,0,0,16961
5802,1173,267740,305409,337635,228789,253156,307100,432677
5803,31,22603,8034,20846,23669,2427,0,24213
5804,20,11218,30285,48864,4434,20733,41499,16162
5805,28,67408,3708,15095,9046,55928,15077,78543
5806,62,63236,54430,109545,105480,55099,151111,201436
5807,10,235682,11537,1695,14633,0,0,3942
5808,113,907475,1737367,138999,254922,318114,244997,288347
5809,84,140365,44458,100971,63143,77020,97495,80593
5810,18,16434,40381,21963,1774,6068,46755,52708
5811,55,41034,95343,20325,46914,67254,26809,109582
5812,66,101290,41760,26212,43855,28235,32610,16781
5813,107,69120,243171,101727,67593,259504,164734,195764
5814,5,50285,0,0,17116,0,0,0
5815,1,0,1030,0,0,0,0,0
5816,4,0,0,31069,0,0,110236,0
5817,25,23912,32242,75403,283787,33578,43001,39756
5818,143,83615,57778,205241,245558,116386,144603,258037
5819,26,115035,10301,50502,39019,23767,62732,9123
5820,56,57005,129164,55133,100720,57243,6970,0
5821,64,37235,51123,55472,207857,15169,22562,32887
5822,15,3237,15842,6519,13125,3944,2745,21961
5823,38,123450,327537,131284,218296,104160,8579,32097
5824,31,17124,5150,39543,9667,161414,122142,70728
5825,4,47923,0,0,26339,0,8954,0
5826,66,56093,6181,0,73430,81655,136186,214456
5827,47,42787,46910,44842,36077,61782,45005,50859
5828,24,74592,2472,38978,217452,27813,0,4786
5829,82,88956,39244,32482,38665,25690,51363,84019
5830,34,20665,197406,47598,47446,260484,22133,18448
5831,70,19198,130098,43611,146531,74133,26884,247950
5832,55,40119,31510,66771,36431,33072,57798,41580
5833,36,8364,9682,7005,62078,35802,37532,55637
5834,23,10726,0,16609,22083,20024,61746,65311
5835,73,14091,102885,164001,173536,62948,138095,149540
5836,76,57467,59478,90416,27129,13805,55719,68259
5837,134,408757,50372,69892,103261,42992,180591,112232
5838,49,49516,49558,66421,27456,41345,39891,27197
5839,71,45757,7004,31182,24788,27508,44288,151279
5840,76,17132,79770,74635,58559,113940,133560,51928
5841,31,38378,26771,61292,5144,10114,6434,51355
5842,28,0,17202,89707,1453322,68468,10830,20948
5843,61,59881,60413,49269,43084,22047,18596,20215
5844,32,7617,20498,48650,6864,69067,11302,177403
5845,203,188174,262697,181008,299607,208220,247188,361123
5846,15,35859,0,19252,27447,4248,5426,9460
5847,15,2952,20602,0,8159,129959,5576,42347
5848,37,24996,39317,19432,13836,21745,44202,12613
5849,26,45709,17615,27816,40307,8445,45574,20655
5850,27,58276,8601,15705,24796,9506,49006,34913
5851,15,254457,3914,57834,29266,9810,3003,49892
5852,34,14760,56851,184002,143712,35803,36995,67416
5853,9,0,0,0,0,145938,100800,10136
5854,17,33881,12825,24550,14501,19216,3528,0
5855,84,53789,124723,77065,74486,101650,65829,111724
5856,75,53808,94757,24144,58833,43266,56972,71221
5857,47,46722,60518,45340,20051,21846,45467,8785
5858,12,16581,4429,10394,26677,0,14209,0
5859,21,30310,53874,5931,4168,3641,5362,26466
5860,28,3258,36332,8417,15414,34560,15313,8548
5861,15,25891,0,0,136519,20227,23591,23876
5862,34,46940,120305,101558,114242,62177,95481,13402
5863,28,56543,16480,5649,15786,35298,4289,19485
5864,17,974,7231,8078,5942,13552,2520,5237
5865,27,57193,68346,17060,11954,33931,9382,4730
5866,22,84629,23280,0,9348,78956,86387,40826
5867,180,102530,149304,747379,84162,264496,298443,317841
5868,55,21354,187167,111943,122338,130039,39549,53946
5869,18,20271,14215,21466,25824,44551,10584,58338
5870,10,0,25752,8475,7095,2528,64340,2816
5871,6,0,0,0,5215,0,26755,4370
5872,15,173194,309335,141791,287955,0,219829,140779
5873,80,102115,64288,239058,88346,60277,56833,23797
5874,48,45068,52840,54567,0,14664,0,25342
5875,5,59043,27998,0,0,20227,0,18583
5876,57,7872,16995,35591,19157,23664,47183,35973
5877,18,69277,22868,30730,9932,284393,7614,168934
5878,26,7380,5150,48637,33168,11530,89004,80864
5879,122,152922,154557,222312,142425,161628,74258,226618
5880,22,8846,17305,18302,9579,31514,7077,12162
5881,40,58059,19190,2058962,328519,46503,2252,0
5882,122,49182,87556,100365,55418,79075,61952,121361
5883,82,59208,41327,43825,95112,27671,48137,62237
5884,26,8856,1451288,186418,968869,130870,1436614,12952
5885,56,0,10434,108415,230535,119168,92479,149001
5886,7,0,170479,18077,0,2528,0,1746
5887,37,24296,52863,35883,46470,17274,31324,8785
5888,41,14269,10816,3615,34234,39139,72866,73747
5889,50,12300,35640,73211,31483,31250,75479,32965
5890,203,74314,88402,109012,39589,76166,73769,160582
5891,157,795677,727027,787576,892608,951392,1170831,1120913
5892,42,40128,38433,9017,12859,26072,30830,16951
5893,13,0,0,37995,36405,7484,97261,0
5894,35,84255,20602,37804,64029,67800,47505,5519
5895,3,5904,21632,0,0,0,0,0
5896,212,120508,267285,291876,194686,133454,291475,326952
5897,31,984,0,28808,57998,25202,9394,80974
5898,173,262440,215537,186830,129043,150704,330668,84505
5899,13,32474,10301,5649,5321,98000,2145,0
5900,51,56572,43037,16665,0,52690,44931,158918
5901,14,92009,18540,65868,0,6675,6542,0
5902,12,22800,6077,0,8203,42782,0,0
5903,53,95846,52296,198665,81295,61490,46324,82553
5904,206,67919,102559,102424,103713,90122,192306,149757
5905,34,27219,2266,17874,26332,33296,24620,6690
5906,28,37424,24413,44515,39908,10862,132596,563
5907,97,28467,27027,72002,8310,35923,85410,115945
5908,127,40265,52536,44739,51554,17394,122152,213143
5909,23,6495,55831,0,312610,6058,14865,71853
5910,67,17712,98061,118742,98172,49757,7506,47188
5911,79,283703,410016,201186,156527,154839,137302,222510
5912,38,30160,25668,12779,19793,9880,47172,3581
5913,22,1006531,28224,122980,0,3276,13662,9933
5914,26,10726,7211,32200,10172,72797,20149,51425
5915,61,64652,86506,230481,144066,111025,110881,56423
5916,14,68883,43624,104552,10464,11651,20374,56649
5917,49,43939,139731,219342,35057,58395,89443,66887
5918,24,19581,28739,28923,4700,0,15656,9010
5919,27,0,61888,74907,27847,72839,80211,93590
5920,90,226460,132016,245282,257802,309254,287025,342518
5921,103,121541,72106,197977,57926,55879,118140,220946
5922,75,28332,75618,45057,83656,28379,30239,14529
5924,5,0,0,32550,0,6574,0,0
5925,95,176695,161890,87684,99194,182604,84113,178180
5926,239,48915,104879,71799,77793,84291,75171,59748
5927,28,23027,36054,29702,20664,27630,19087,23201
5928,50,2853,45664,16744,29699,20834,19785,51311
5929,427,676508,718694,822576,469257,668221,669847,555904
5930,26,9841,29409,143373,67843,23565,42894,163077
5931,37,85317,35197,21274,140564,21239,10852,77901
5932,133,85917,135557,139338,113915,112331,309358,201077
5933,101,44911,55316,94225,22746,100401,67558,78466
5934,38,71925,30202,50029,165714,31211,18337,36490
5935,47,4674,55501,40900,84225,81455,53500,102417
5936,245,90724,132435,141001,190007,119633,184086,194380
5937,17,29472,0,26098,24654,4096,73402,11938
5938,12,8364,27916,16947,0,0,16407,21049
5939,63,62685,75917,120437,66514,135522,141227,128617
5940,28,46644,29872,86600,25541,0,205029,99784
5941,55,60264,68231,60432,74526,57647,75794,39892
5942,25,15587,32262,23952,4257,15241,20588,11037
5943,85,83437,90359,122494,124086,161940,99618,111733
5944,61,648553,381420,11376604,636393,12805315,339867,6524467
5945,18,4920,11229,32652,34304,29087,5898,6194
5946,9,1939,8477,4575046,0,2023,8364,26804
5947,8,29511,19056,0,6465,0,0,0
5948,34,171226,343277,275718,170610,73840,48255,80211
5949,100,6495,25205,61656,67434,34283,42722,122946
5950,22,22633,35640,4294,61192,12946,20534,0
5951,5,5658,27400,3389,0,0,0,6003
5952,177,133602,108261,161505,234145,145139,100508,28369
5953,16,228399,131501,26889,25452,14260,0,26804
5954,19,31097,16276,29997,23324,16788,7721,11938
5955,537,174674,160416,167857,140415,71056,202470,264634
5956,42,23616,85495,108801,2838,13350,6434,43991
5957,40,19288,79049,45474,85092,75275,81595,30746
5958,31,49577,37083,41802,30506,35398,9651,5631
5959,173,63020,121003,607049,1022650,1250639,1422770,1099260
5960,52,0,3090,174047,120956,151856,92682,39407
5961,17,26205,109766,3389,10598,4348,0,0
5962,23,25280,25753,28450,13879,8547,2145,10361
5963,14,19682,30903,0,50549,69886,5362,0
5964,213,210090,306288,218591,128500,69542,133515,110484
5965,72,195474,189422,493544,264347,65818,29683,17400
5966,31,0,28884,75357,27492,115193,18090,190107
5967,11,12595,5150,5875,6740,28925,9865,0
5968,33,34893,30386,5084,145530,10619,46005,59240
5969,6,3838,10301,25195,0,15069,0,22975
5970,10,0,48312,9038,37247,117318,63267,0
5971,43,49577,33683,65370,37724,47432,23591,15204
5972,6,3542,3399,0,0,0,3860,9111
5973,16,14416,5109,90272,46098,101034,8203,27108
5974,28,43958,22115,82669,9116,9304,0,160150
5975,59,84571,70251,16269,47215,227384,22627,306312
5976,28,98799,106657,85412,102998,46725,0,177381
5977,22,14760,30901,28243,12859,0,24664,6758
5978,77,44320,73898,43825,54053,19862,36868,63810
5979,105,32658,17390,63582,77288,71928,56919,128865
5980,44,36990,31974,170238,91317,55241,39579,36535
5981,14,49981,0,93097,0,77875,15527,5631
5982,30,84558,36404,40380,17763,4096,8203,4775
5983,190,66657,66674,137086,31218,91179,61435,74908
5984,125,449075,517348,299380,449928,106253,142901,290477
5985,72,35012,40586,72195,132935,44358,74529,61041
5986,26,28781,30058,38416,0,21724,0,6475
5987,419,112206,147789,185567,79252,83055,56406,96859
5988,78,101800,86444,91629,65936,126663,29179,16184
5989,76,51751,117830,86091,66281,101794,113571,159858
5990,17,14761,19056,6779,39908,56636,110021,0
5991,375,152686,202667,224071,261714,294923,174249,253343
5992,57,20987,17048,31803,13045,74931,95235,72564
5994,78,2146,3369,10211,9187,65980,163285,74971
5995,255,336321,551787,510567,345608,226223,447340,113410
5996,14,35425,49856,50729,0,16182,26808,16893
5997,40,9841,20602,11298,54628,23768,170176,99785
5998,13,6692,0,34573,27669,37036,2230,4494
5999,10,32474,0,10507,0,11661,8257,5845
6000,41,41724,48002,67107,10989,21834,14155,48765
6001,8,8148,14421,0,0,11631,21371,10068
6002,68,44843,41718,61856,21302,36873,36525,33934
6003,25,9840,30284,7344,0,6068,57992,85311
6004,66,67575,81727,85562,92070,44166,68705,75040
6005,42,243799,492235,261889,283522,32201,320630,5068
6006,33,52155,48824,42933,17116,0,21447,16893
6007,35,21826,13296,4813,6518,25404,22197,7906
6008,13,17221,10712,36380,14544,0,26594,12163
6009,128,51082,94469,64941,143643,112027,91631,79748
6010,15,7774,0,3367,12229,5967,31634,17231
6011,9,8364,44295,11298,8868,0,4289,0
6012,21,87384,21014,0,16850,128340,22519,31816
6013,25,21138,13061,0,0,25588,52760,26128
6014,9,1279,0,2825,7493,30796,4397,22412
6015,19,31096,69325,36719,11174,51357,32813,0
6016,13,9250,18840,29263,4656,0,22412,21511
6017,34,33005,64658,107750,16317,18053,54207,40094
6018,788,216312,211469,359151,192987,254518,298277,287537
6019,17,4566,13989,0,6961,21744,18691,26004
6020,38,67407,11330,26663,46115,49051,13940,3942
6021,68,35701,32754,88010,50319,46118,97947,52483
6022,131,119058,180787,131623,155569,246559,183766,258415
